book_id,title,authors,original_publication_year,language_code,average_rating,ratings_count,title_norm,authors_norm,tags_text,n_ratings,item_text
9593,Galápagos,Kurt Vonnegut Jr.,1985,unknown,3.87,48330,galápagos,kurt vonnegut jr.,to-read science-fiction currently-reading fiction favorites sci-fi vonnegut owned humor literature,100,galápagos kurt vonnegut jr. to-read science-fiction currently-reading fiction favorites sci-fi vonnegut owned humor literature
998,The Millionaire Next Door: The Surprising Secrets of Americas Wealthy,"Thomas J. Stanley, William D. Danko",1995,eng,4.0,43937,the millionaire next door: the surprising secrets of americas wealthy,"thomas j. stanley, william d. danko",to-read currently-reading non-fiction finance business personal-finance nonfiction self-help money financial,100,"the millionaire next door: the surprising secrets of americas wealthy thomas j. stanley, william d. danko to-read currently-reading non-fiction finance business personal-finance nonfiction self-help money financial"
4659,A Widow for One Year,John Irving,1998,unknown,3.74,45051,a widow for one year,john irving,fiction to-read favorites owned books-i-own contemporary john-irving contemporary-fiction literature currently-reading,100,a widow for one year john irving fiction to-read favorites owned books-i-own contemporary john-irving contemporary-fiction literature currently-reading
1192,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,2005,unknown,3.97,32751,everyday italian: 125 simple and delicious recipes,giada de laurentiis,to-read cookbooks cooking currently-reading food cookbook non-fiction cook-books nonfiction reference,100,everyday italian: 125 simple and delicious recipes giada de laurentiis to-read cookbooks cooking currently-reading food cookbook non-fiction cook-books nonfiction reference
1202,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)","Steven D. Levitt, Stephen J. Dubner",2005,en-US,3.93,524191,"freakonomics: a rogue economist explores the hidden side of everything (freakonomics, #1)","steven d. levitt, stephen j. dubner",to-read nonfiction science currently-reading non-fiction psychology owned sociology books-i-own economics,100,"freakonomics: a rogue economist explores the hidden side of everything (freakonomics, #1) steven d. levitt, stephen j. dubner to-read nonfiction science currently-reading non-fiction psychology owned sociology books-i-own economics"
8252,"Farmer Boy (Little House, #3)","Laura Ingalls Wilder, Garth Williams",1933,unknown,4.05,39863,"farmer boy (little house, #3)","laura ingalls wilder, garth williams",to-read childrens classics young-adult favorites currently-reading historical-fiction books-i-own children-s-books childhood,100,"farmer boy (little house, #3) laura ingalls wilder, garth williams to-read childrens classics young-adult favorites currently-reading historical-fiction books-i-own children-s-books childhood"
320,One Hundred Years of Solitude,"Gabriel García Márquez, Gregory Rabassa",1967,eng,4.04,490565,one hundred years of solitude,"gabriel garcía márquez, gregory rabassa",classics to-read owned literature classic novels books-i-own favourites latin-america novel,100,"one hundred years of solitude gabriel garcía márquez, gregory rabassa classics to-read owned literature classic novels books-i-own favourites latin-america novel"
5297,The Picture of Dorian Gray,"Oscar Wilde, Jeffrey Eugenides",1891,eng,4.06,590014,the picture of dorian gray,"oscar wilde, jeffrey eugenides",to-read currently-reading classics favorites fiction classic books-i-own owned horror fantasy,100,"the picture of dorian gray oscar wilde, jeffrey eugenides to-read currently-reading classics favorites fiction classic books-i-own owned horror fantasy"
6534,"Postmortem (Kay Scarpetta, #1)",Patricia Cornwell,1990,eng,4.01,167379,"postmortem (kay scarpetta, #1)",patricia cornwell,to-read mystery crime fiction patricia-cornwell series currently-reading mystery-thriller suspense favorites,100,"postmortem (kay scarpetta, #1) patricia cornwell to-read mystery crime fiction patricia-cornwell series currently-reading mystery-thriller suspense favorites"
93,Heidi,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",1880,eng,3.97,144497,heidi,"johanna spyri, angelo rinaldi, beverly cleary",to-read classics childrens fiction currently-reading children favorites classic children-s children-s-books,100,"heidi johanna spyri, angelo rinaldi, beverly cleary to-read classics childrens fiction currently-reading children favorites classic children-s children-s-books"
6520,My Friend Leonard,James Frey,2005,unknown,3.83,34996,my friend leonard,james frey,to-read currently-reading favorites fiction memoir non-fiction books-i-own memoirs owned biography,100,my friend leonard james frey to-read currently-reading favorites fiction memoir non-fiction books-i-own memoirs owned biography
5157,Black and Blue,Anna Quindlen,1998,eng,3.86,67753,black and blue,anna quindlen,to-read fiction currently-reading oprah-s-book-club oprah favorites books-i-own contemporary contemporary-fiction owned,100,black and blue anna quindlen to-read fiction currently-reading oprah-s-book-club oprah favorites books-i-own contemporary contemporary-fiction owned
7244,The Poisonwood Bible,Barbara Kingsolver,1998,eng,4.02,546502,the poisonwood bible,barbara kingsolver,to-read favorites historical-fiction currently-reading fiction book-club books-i-own classics owned literature,100,the poisonwood bible barbara kingsolver to-read favorites historical-fiction currently-reading fiction book-club books-i-own classics owned literature
827,"The Diamond Age: or, A Young Lady's Illustrated Primer",Neal Stephenson,1995,eng,4.19,61836,"the diamond age: or, a young lady's illustrated primer",neal stephenson,to-read science-fiction sci-fi currently-reading fiction favorites cyberpunk scifi steampunk sf,100,"the diamond age: or, a young lady's illustrated primer neal stephenson to-read science-fiction sci-fi currently-reading fiction favorites cyberpunk scifi steampunk sf"
3888,The America's Test Kitchen Family Cookbook,"America's Test Kitchen, Carl Tremblay, Daniel J. Van Ackere",2005,unknown,4.31,12081,the america's test kitchen family cookbook,"america's test kitchen, carl tremblay, daniel j. van ackere",to-read cookbooks cooking currently-reading food non-fiction cookbook cook-books reference nonfiction,100,"the america's test kitchen family cookbook america's test kitchen, carl tremblay, daniel j. van ackere to-read cookbooks cooking currently-reading food non-fiction cookbook cook-books reference nonfiction"
5355,The Chamber,John Grisham,1994,eng,3.76,102715,the chamber,john grisham,to-read fiction john-grisham currently-reading mystery thriller grisham default legal-thriller crime,100,the chamber john grisham to-read fiction john-grisham currently-reading mystery thriller grisham default legal-thriller crime
6288,The Road,Cormac McCarthy,2006,eng,3.95,504793,the road,cormac mccarthy,currently-reading favorites science-fiction dystopia dystopian fiction sci-fi to-read horror books-i-own,100,the road cormac mccarthy currently-reading favorites science-fiction dystopia dystopian fiction sci-fi to-read horror books-i-own
4136,Holidays on Ice,David Sedaris,1997,eng,3.95,82591,holidays on ice,david sedaris,to-read humor non-fiction currently-reading short-stories memoir essays nonfiction favorites fiction,100,holidays on ice david sedaris to-read humor non-fiction currently-reading short-stories memoir essays nonfiction favorites fiction
5346,The Last Juror,John Grisham,2004,eng,3.85,63114,the last juror,john grisham,to-read fiction john-grisham currently-reading mystery thriller grisham default legal-thriller owned,100,the last juror john grisham to-read fiction john-grisham currently-reading mystery thriller grisham default legal-thriller owned
7082,Do Androids Dream of Electric Sheep?,"Philip K. Dick, Roger Zelazny",1968,eng,4.08,223828,do androids dream of electric sheep?,"philip k. dick, roger zelazny",sci-fi to-read favorites scifi dystopia dystopian owned sci-fi-fantasy cyberpunk fantasy,100,"do androids dream of electric sheep? philip k. dick, roger zelazny sci-fi to-read favorites scifi dystopia dystopian owned sci-fi-fantasy cyberpunk fantasy"
2615,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business (Collins Business Essentials),Clayton M. Christensen,1997,unknown,4.0,21997,the innovator's dilemma: the revolutionary book that will change the way you do business (collins business essentials),clayton m. christensen,to-read currently-reading business non-fiction innovation entrepreneurship management technology nonfiction leadership,100,the innovator's dilemma: the revolutionary book that will change the way you do business (collins business essentials) clayton m. christensen to-read currently-reading business non-fiction innovation entrepreneurship management technology nonfiction leadership
1869,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2001,eng,3.6,152786,nickel and dimed: on (not) getting by in america,barbara ehrenreich,to-read favorites non-fiction nonfiction sociology poverty currently-reading social-issues adult politics,100,nickel and dimed: on (not) getting by in america barbara ehrenreich to-read favorites non-fiction nonfiction sociology poverty currently-reading social-issues adult politics
2696,The Canterbury Tales,"Geoffrey Chaucer, Nevill Coghill",1400,eng,3.48,148480,the canterbury tales,"geoffrey chaucer, nevill coghill",poetry to-read classic favorites school short-stories historical-fiction classic-literature rory-gilmore-reading-challenge read-for-school,100,"the canterbury tales geoffrey chaucer, nevill coghill poetry to-read classic favorites school short-stories historical-fiction classic-literature rory-gilmore-reading-challenge read-for-school"
1171,Liar's Poker,Michael   Lewis,1989,en-US,4.16,22315,liar's poker,michael lewis,to-read currently-reading business finance non-fiction favorites history economics biography nonfiction,100,liar's poker michael lewis to-read currently-reading business finance non-fiction favorites history economics biography nonfiction
1052,The Richest Man in Babylon,George S. Clason,1926,eng,4.23,50206,the richest man in babylon,george s. clason,to-read currently-reading business finance non-fiction self-help favorites personal-finance money personal-development,100,the richest man in babylon george s. clason to-read currently-reading business finance non-fiction self-help favorites personal-finance money personal-development
4005,The Fifth Mountain,Paulo Coelho,1996,eng,3.61,26060,the fifth mountain,paulo coelho,to-read fiction currently-reading novel novels books-i-own historical-fiction spiritual philosophy spirituality,100,the fifth mountain paulo coelho to-read fiction currently-reading novel novels books-i-own historical-fiction spiritual philosophy spirituality
